Column_A,Column_B,Correlation,P_value,FDR
C18-neg_Cluster_0434,Diagnosis,-0.20239366645734974,0.01994664566137474,0.04225231525301501
C18-neg_Cluster_0439,Diagnosis,0.20757643393043998,0.016928242552261566,0.03690098302596954
C18-neg_Cluster_0440,Diagnosis,-0.2883606378686576,0.0007993523491836501,0.0028856261059065427
C18-neg_Cluster_0441,Diagnosis,-0.39666618873896436,2.493687802645537e-06,2.424631832726122e-05
C18-neg_Cluster_0443,Diagnosis,-0.3768294495616245,8.445493581070035e-06,6.683875420868307e-05
C18-neg_Cluster_0445,Diagnosis,-0.268444268163577,0.0018570741633409066,0.0058914995328936326
C18-neg_Cluster_0446,Diagnosis,-0.2772773010261845,0.001287605352720632,0.004291047894867101
C18-neg_Cluster_0447,Diagnosis,-0.2635941796910953,0.0022591695538159507,0.006947908311492364
C18-neg_Cluster_0448,Diagnosis,-0.2704676043393226,0.0017094578872112608,0.0054682875582231505
C18-neg_Cluster_0449,Diagnosis,-0.5199229445779909,1.6723785681597287e-10,6.547436093397026e-09
C18-neg_Cluster_0450,Diagnosis,-0.5160092748368317,2.41469155025268e-10,9.014848454276671e-09
C18-neg_Cluster_0451,Diagnosis,-0.50336617508075,7.666653518625556e-10,2.4577735627825696e-08
C18-neg_Cluster_0452,Diagnosis,-0.5343192794474033,4.1563378040086764e-11,1.9561317494611047e-09
C18-neg_Cluster_0453,Diagnosis,-0.3103796615073286,0.00029239300702251105,0.0012441286509141652
C18-neg_Cluster_0455,Diagnosis,0.6275261258520447,8.168081489320577e-16,3.613559250875423e-13
C18-neg_Cluster_0456,Diagnosis,-0.22365598187173208,0.0099398787401381,0.02370567307081992
C18-neg_Cluster_0461,Diagnosis,-0.2088017258809902,0.016275499265967264,0.03565378002111373
C18-neg_Cluster_0462,Diagnosis,-0.2445861857164874,0.004707232628999652,0.012765408531626346
C18-neg_Cluster_0464,Diagnosis,-0.36873780966300823,1.3583064083701245e-05,9.957162469974202e-05
C18-neg_Cluster_0466,Diagnosis,-0.3598085423134672,2.261486820018713e-05,0.0001507885108027549
C18-neg_Cluster_0467,Diagnosis,-0.4641561417421887,2.074321410212737e-08,4.328678263576013e-07
C18-neg_Cluster_0468,Diagnosis,-0.34990276029021666,3.911955187313426e-05,0.00023740040807509734
C18-neg_Cluster_0471,Diagnosis,-0.31037401096343475,0.00029247147309012923,0.0012441286509141652
C18-neg_Cluster_0472,Diagnosis,0.3017099330384302,0.0004385824110610624,0.0017533061595368295
C18-neg_Cluster_0473,Diagnosis,-0.21320835268049068,0.0141052801219142,0.031716269000939476
C18-neg_Cluster_0474,Diagnosis,-0.3207525055891249,0.00017705470098511582,0.0008227836104602441
C18-neg_Cluster_0479,Diagnosis,-0.2269107343040158,0.00888542949087229,0.021598428608581872
C18-neg_Cluster_0480,Diagnosis,-0.21652131198502575,0.012644241950841772,0.028975978446269878
C18-neg_Cluster_0481,Diagnosis,-0.3801383181628433,6.928403200574471e-06,5.665666498954059e-05
C18-neg_Cluster_0482,Diagnosis,-0.3420361323106833,5.967914701004935e-05,0.0003359040030183948
C18-neg_Cluster_0483,Diagnosis,-0.39558141472844777,2.6712237881833024e-06,2.5718158953042284e-05
C18-neg_Cluster_0484,Diagnosis,-0.3178383399142035,0.00020422714140962568,0.0009261925921027001
C18-neg_Cluster_0485,Diagnosis,-0.450279170020544,6.055428938386665e-08,1.0546936072213626e-06
C18-neg_Cluster_0486,Diagnosis,-0.4379949528051837,1.5034725639061498e-07,2.289625687683582e-06
C18-neg_Cluster_0487,Diagnosis,-0.23350803816703586,0.007046384855202206,0.01785918453131742
